,substanceBXH,geneSymbol,LocusLinkID,moduleColor,GS.Factor,p.GS.Factor,MM.grey,p.MM.grey,MM.blue,p.MM.blue,MM.brown,p.MM.brown,MM.greenyellow,p.MM.greenyellow,MM.pink,p.MM.pink,MM.salmon,p.MM.salmon,MM.tan,p.MM.tan,MM.magenta,p.MM.magenta,MM.black,p.MM.black,MM.green,p.MM.green,MM.turquoise,p.MM.turquoise
TSPYL4,TSPYL4,TSPYL4,23270,grey,0.120670029,0.28632385,0.153908421,0.172860438,0.143575472,0.203884737,-0.132258145,0.242210033,-0.197419693,0.079207242,-0.035910007,0.751823502,-0.024537556,0.828949604,0.128914493,0.254427142,0.089282271,0.430947493,0.141301317,0.211215478,0.112440779,0.320697222,0.092859204,0.412638971
UGGT2,UGGT2,UGGT2,55757,grey,-0.1205906,0.286643488,-0.114422295,0.312188326,-0.201425361,0.07318734,-0.026585027,0.814920777,0.070123764,0.536511848,0.189403316,0.09243697,0.001558913,0.989050256,-0.148720427,0.187974175,-0.095681027,0.398519953,0.038867851,0.732123176,-0.080886449,0.475688609,0.202876777,0.071098896
TSC22D4,TSC22D4,TSC22D4,81628,grey,-0.120559723,0.286767808,-0.036386836,0.748636529,-0.00306339,0.978484765,-0.023780729,0.83414904,0.038686884,0.733323674,0.131241669,0.245880443,0.07594646,0.503136522,0.300826081,0.006699241,-0.00252927,0.982235399,-0.196344539,0.080888502,-0.15658124,0.165430943,0.282856785,0.011013303
VARS1,VARS1,VARS1,7407,grey,-0.120537653,0.286856692,-0.126716143,0.262684832,-0.246831023,0.027296538,-0.046733082,0.680603433,0.008772792,0.938438376,0.174662863,0.121241741,0.177476124,0.115269789,-0.304626182,0.006006964,-0.244132865,0.029082909,0.169971991,0.13172344,0.272622518,0.014422361,0.10998679,0.331438967
ZNF174,ZNF174,ZNF174,7727,grey,0.120500173,0.287007676,0.142320605,0.207907021,0.091061155,0.421785154,0.069765398,0.538601078,-0.174053161,0.122566756,-0.085407071,0.451294171,0.00061708,0.995665541,-0.032268064,0.776298517,-0.12208746,0.280659492,0.118007432,0.297167558,0.17795823,0.114269551,-0.003505443,0.975380979
TVP23B,TVP23B,TVP23B,51030,grey,-0.120422857,0.287319301,0.024521059,0.82906286,0.102528564,0.365466194,-0.292921368,0.008368177,-0.060366196,0.594781799,-0.170472401,0.13057352,0.019408175,0.864321281,-0.107202076,0.34390132,0.460826946,1.69615E-05,0.106960243,0.344997259,-0.006375457,0.955240707,-0.207204898,0.065154258
RAB7A,RAB7A,RAB7A,7879,grey,0.120403336,0.287398016,0.2042695,0.069140209,0.158876411,0.159241511,-0.077688333,0.493365562,-0.305419778,0.005870642,0.047008822,0.678821879,0.083079443,0.463767026,0.211110115,0.060141669,0.000532615,0.996258831,0.226764295,0.043098677,-0.226707495,0.043152373,0.349621164,0.001478609
CUL3,CUL3,CUL3,8452,grey,0.120366427,0.287546883,0.261993357,0.018893494,0.283934088,0.010699061,-0.13720682,0.224881384,-0.342967323,0.001843483,0.001047392,0.992643033,0.09372706,0.408265999,0.290293429,0.008998617,0.06076751,0.592330312,0.280497896,0.011729582,-0.069463227,0.540365804,0.254976033,0.022456897
EHMT1,EHMT1,EHMT1,79813,grey,0.120357474,0.287583004,0.105354891,0.352327657,0.126576082,0.263217026,0.275612272,0.013342969,-0.030324498,0.789451309,-0.25638674,0.021697793,-0.035058963,0.757521913,0.026096699,0.818261593,0.037166707,0.743433199,-0.09673661,0.393312563,0.089249894,0.431115296,-0.229438634,0.040632448
BMP15,BMP15,BMP15,9210,grey,0.120337473,0.287663703,-0.027230198,0.810512012,-0.108406331,0.338476386,0.312838235,0.004722761,0.04149168,0.714790799,0.01333321,0.906555654,0.027071019,0.811599215,-0.180207893,0.109690445,-0.325222404,0.003244569,-0.099546919,0.379647223,0.207032908,0.065382558,-0.054276837,0.632522814
RLN1,RLN1,RLN1,6013,grey,-0.120328765,0.287698844,-0.197453816,0.079154342,-0.221879439,0.047923485,-0.003461804,0.975687366,0.24443516,0.028877983,0.020970072,0.853518981,-0.010299621,0.927750742,-0.296415223,0.007590169,0.020620891,0.855931698,-0.106030166,0.349232501,0.123822782,0.273827045,-0.198127173,0.078116213
FAM189A2,FAM189A2,FAM189A2,9413,grey,-0.120303915,0.287799139,-0.255271701,0.02229595,-0.335921764,0.002316492,0.070936682,0.531787506,0.256403784,0.021688758,0.26428167,0.017841642,-0.061178909,0.589821953,-0.182507457,0.105158075,-0.275603252,0.013346117,0.142265826,0.208083883,0.042093628,0.71083437,0.119244869,0.292094923
HSD17B2,HSD17B2,HSD17B2,3294,grey,-0.120287384,0.287865869,-0.229422807,0.04064669,-0.288385629,0.009481987,0.058838923,0.604152633,0.244731344,0.028678384,0.167224488,0.13817464,-0.016817587,0.882292177,-0.223819187,0.045956834,-0.15293309,0.175631541,0.08951364,0.429749433,-0.024759102,0.827428949,-0.029754834,0.793317777
CERS4,CERS4,CERS4,79603,grey,-0.120257395,0.287986952,-0.326400421,0.00312822,-0.293535861,0.008226474,-0.001823744,0.98719024,0.501711371,2.12711E-06,0.093532904,0.409241957,-0.19830721,0.077840495,-0.397865992,0.000257464,0.03152538,0.781317319,-0.042861316,0.705799647,0.048240732,0.670884103,-0.307818534,0.005475063
CLCC1,CLCC1,CLCC1,23155,grey,0.120239455,0.288059404,0.186228116,0.098135065,0.164934136,0.143732577,0.027561338,0.808251451,-0.209758074,0.061840357,-0.067993593,0.548988908,-0.076677987,0.499020883,0.046362519,0.683000394,-0.156598299,0.165384295,0.116253942,0.304453975,0.392564135,0.000316186,0.029407552,0.795677337
GCAT,GCAT,GCAT,NA,grey,0.120233203,0.288084655,0.054583797,0.630596571,0.047995125,0.672463828,0.462349379,1.57732E-05,0.049987708,0.659689163,-0.108325207,0.338840132,0.15185265,0.178739059,0.130142494,0.249892308,-0.351004031,0.001411516,-0.162904604,0.148796622,0.089928656,0.427605192,-0.055102383,0.627347914
NSL1,NSL1,NSL1,25936,grey,-0.120161936,0.288372606,0.020399601,0.857461424,0.085266942,0.452039762,-0.303716574,0.006166649,-0.121319206,0.28372027,-0.105519085,0.351573504,0.063752411,0.574241046,-0.112634755,0.319857762,0.498555287,2.52118E-06,0.089490556,0.429868883,-0.338437498,0.002136358,-0.121232009,0.284069063
C5,C5,C5,727,grey,-0.120019238,0.288949736,-0.099317919,0.380749916,-0.12121402,0.284141056,-0.138164375,0.221631262,0.033540299,0.767722552,0.178957932,0.112216807,-0.074403269,0.511875988,-0.137100297,0.225244998,0.019098836,0.866463734,0.33196317,0.002627659,0.098966223,0.382447176,0.122460792,0.27918008
TMPRSS4,TMPRSS4,TMPRSS4,56649,grey,-0.119998321,0.2890344,-0.237718423,0.03372925,-0.266633687,0.016813335,0.023800371,0.834014004,0.328601622,0.002920767,0.187492985,0.095833072,-0.274410762,0.01376803,-0.302509089,0.006384411,-0.088328029,0.435908698,0.191318779,0.089127624,0.150560739,0.182507219,-0.071704087,0.527346719
CBLB,CBLB,CBLB,868,grey,-0.119980101,0.289108157,-0.010988115,0.92293542,-0.052806876,0.641780887,-0.169225055,0.133454161,-0.107692012,0.341687718,0.078779019,0.487298534,-0.313267376,0.004662919,-0.028792615,0.799859916,0.026852329,0.813093467,0.142592515,0.207030703,0.286025033,0.010111393,0.160355159,0.155345783
LSM1,LSM1,LSM1,NA,grey,0.119969461,0.289151236,0.25046442,0.025038363,0.301050089,0.006656562,-0.034683122,0.760042602,-0.263814632,0.018052138,-0.102344,0.366334471,0.090753715,0.4233606,0.28577409,0.010180399,0.130789975,0.247523684,-0.014368689,0.899335125,-0.018395837,0.871336199,0.100195596,0.376534144
PRKCSH,PRKCSH,PRKCSH,5589,grey,-0.11992355,0.289337171,-0.091635406,0.418851502,-0.119108605,0.292650698,-0.068283738,0.547281215,0.060090981,0.596465607,0.274096124,0.013881259,-0.066311492,0.558939666,0.092927124,0.412295756,-0.052834222,0.641608155,0.227445181,0.042459298,-0.234867888,0.035985522,0.344794567,0.001735963
HTR3B,HTR3B,HTR3B,9177,grey,0.119763209,0.289987143,0.073691671,0.515931945,0.068252562,0.547464583,0.411787073,0.000147645,-0.016220604,0.88644222,-0.174213619,0.122216976,0.199187341,0.076503786,0.006379342,0.955213465,-0.232767813,0.037727362,-0.076749251,0.498620888,0.153483256,0.174064445,-0.167414347,0.137721306
PCID2,PCID2,PCID2,55795,grey,-0.11970181,0.290236288,-0.091578917,0.41913956,-0.001312816,0.990778748,-0.14383472,0.203060727,0.166623561,0.139616925,-0.108721726,0.337064543,-0.005902224,0.958560023,-0.144482303,0.201012806,0.279399703,0.012076647,-0.075888897,0.503461121,-0.052119458,0.646129293,-0.228126875,0.041827061
PIWIL2,PIWIL2,PIWIL2,55124,grey,0.11965444,0.290428605,0.125497868,0.267338356,0.19987245,0.075476026,0.235570064,0.035418338,-0.019045946,0.866830145,-0.310449039,0.005068555,0.0068666,0.951796581,0.150779652,0.181864677,0.081604623,0.471766416,-0.208969871,0.06284848,-0.241521695,0.030904642,-0.27411027,0.013876151
SHB,SHB,SHB,NA,grey,-0.119602145,0.290641015,-0.206551662,0.066024805,-0.113811679,0.314794696,-0.037246847,0.742899144,0.314208204,0.004534074,-0.086448152,0.445776252,-0.221257694,0.048568339,-0.242288766,0.030359778,0.242959526,0.029889979,-0.074975262,0.508627619,-0.260104766,0.019801242,-0.359305204,0.001063441
MAP1LC3B,MAP1LC3B,MAP1LC3B,81631,grey,0.119559602,0.290813891,0.292087016,0.008564004,0.286697845,0.009928388,-0.013871404,0.902801776,-0.373101913,0.000653045,-0.106106671,0.348882908,0.115200676,0.308886143,0.30137173,0.006595702,0.048376237,0.670013152,0.13634109,0.227848449,-0.022479649,0.843104037,0.240824897,0.031406703
GRHL2,GRHL2,GRHL2,79977,grey,-0.119548141,0.290860475,-0.160900037,0.153928348,-0.148509313,0.188608819,0.10100968,0.372649187,0.176749503,0.116790067,-0.036042848,0.750935217,-0.029614841,0.794268717,-0.312072022,0.004831304,-0.038648741,0.733576784,0.348049199,0.001558365,-0.011363617,0.920310316,-0.271968619,0.014668253
TPBG,TPBG,TPBG,7162,grey,0.119539375,0.290896109,0.134271068,0.235053493,0.130034779,0.250287854,0.19193363,0.08808542,-0.044605012,0.694411092,-0.215029168,0.05543114,0.000914765,0.993574599,-0.069951725,0.537514318,-0.105155945,0.353242776,0.077004217,0.497191157,0.049997204,0.659628511,-0.228039138,0.041907992
IL1RAPL2,IL1RAPL2,IL1RAPL2,26280,grey,0.119359822,0.291626609,0.165422175,0.142534392,0.142933196,0.205936462,0.368802076,0.000761987,-0.193508387,0.085460045,-0.155014107,0.169757895,0.121028538,0.284884067,0.255791891,0.022015169,-0.22366722,0.046108463,-0.2504006,0.025076615,-0.175806735,0.118785539,0.077311967,0.495468299
GRM3,GRM3,GRM3,2913,grey,-0.11929965,0.291871685,-0.096045753,0.396716106,-0.037193276,0.743256127,0.031671782,0.780327271,0.110044906,0.33118197,-0.155499587,0.168408653,0.085893031,0.448713792,-0.26255624,0.018629946,0.162982748,0.148599198,-0.007430195,0.947845473,0.084614564,0.455519877,-0.323781865,0.003392092
TMEM158,TMEM158,TMEM158,25907,grey,0.119241952,0.292106813,0.090027397,0.427095933,-0.048961955,0.666253515,0.061655836,0.586920086,-0.166936838,0.138863616,0.161717412,0.151820152,0.237364758,0.034002572,-0.039867899,0.725500736,-0.348676371,0.00152609,0.480672777,6.40079E-06,0.06682451,0.555895734,0.258655485,0.020522922
CDH7,CDH7,CDH7,1005,grey,0.119178904,0.292363884,0.031534799,0.781253614,0.06433167,0.570760537,0.193153741,0.086045818,0.039589276,0.727343813,-0.171225603,0.128857117,0.111462204,0.324953653,0.104837957,0.354708522,-0.026707254,0.814085092,-0.455502986,2.18071E-05,-0.000374105,0.997372227,-0.114954531,0.309927923
IFT27,IFT27,IFT27,11020,grey,0.119019989,0.293012506,0.11263905,0.319839192,0.028351503,0.802863682,0.176717463,0.116857456,-0.165542826,0.142239346,-0.06917526,0.54205021,-0.041560648,0.714337109,-0.132118943,0.242710434,-0.232594281,0.037874386,0.213201715,0.057588715,0.33847131,0.002134025,-0.006287564,0.955857148
BSDC1,BSDC1,BSDC1,55108,grey,-0.118902588,0.293492294,-0.064729945,0.568373209,-0.091533951,0.419368943,-0.178549783,0.11305141,0.008447156,0.940719268,0.276260206,0.013118504,-0.151682464,0.179232175,0.203707237,0.069925664,-0.042782937,0.706313102,0.037667938,0.740095003,-0.059829776,0.598065673,0.471936646,9.90346E-06
MGAT4A,MGAT4A,MGAT4A,11320,grey,0.118850081,0.293707047,-0.037706765,0.739836617,-0.128541578,0.255815306,0.141380205,0.210958095,0.04855829,0.668843704,-0.023019268,0.839387497,-0.117274922,0.300197392,-0.273428152,0.014124318,-0.19860928,0.077379637,-0.19227786,0.087506153,0.40755457,0.000175292,-0.115391573,0.308079755
THNSL1,THNSL1,THNSL1,79896,grey,0.118792799,0.293941444,0.146986046,0.193234002,0.165686433,0.141888759,0.214698481,0.055816592,-0.146263011,0.195457764,-0.224892695,0.044897406,0.133604684,0.237406244,0.003814731,0.973209595,-0.198381141,0.077727499,0.153842217,0.173047515,0.227484993,0.042422158,-0.233157877,0.03739862
CDC34,CDC34,CDC34,997,grey,0.118782739,0.293982618,0.023636439,0.835141133,0.04571969,0.687165923,0.080393412,0.478391367,0.089721492,0.42867477,0.149591879,0.185370789,0.126551535,0.263310372,0.338723319,0.002116711,-0.162323655,0.150270497,-0.44928673,2.90902E-05,0.008841759,0.937955367,0.237034231,0.034259689
MAPKAPK2,MAPKAPK2,MAPKAPK2,9261,grey,-0.118725002,0.294219024,-0.137659097,0.223342132,-0.2331362,0.037416826,-0.281376462,0.011458205,0.081783628,0.470791539,0.387559789,0.000382652,0.066067594,0.560389583,-0.009882912,0.930666473,-0.09867947,0.383834387,0.24376508,0.029333884,0.065481313,0.563882178,0.414711924,0.000130955
CFTR,CFTR,CFTR,1080,grey,0.118501323,0.295136061,0.17394599,0.122800805,0.159581477,0.157375085,0.331341959,0.002679753,-0.196726403,0.080288143,-0.19022225,0.091010449,0.179985881,0.110135914,0.046899738,0.679526463,-0.241716468,0.030765518,-0.033349631,0.769006069,0.252015274,0.024123943,-0.08329902,0.462582415
L3MBTL1,L3MBTL1,L3MBTL1,26013,grey,-0.118359439,0.29571873,-0.17431977,0.121985999,-0.188749317,0.093588785,-0.061687662,0.58672667,0.132987563,0.239599572,0.235149923,0.035756801,-0.181439526,0.107244465,-0.058653001,0.605297812,-0.051033064,0.653025696,0.054252419,0.632676143,-0.024998082,0.825789343,0.201000779,0.073807489
POLR2E,POLR2E,POLR2E,5434,grey,-0.118348552,0.295763471,-0.018802792,0.868515012,-0.008976354,0.937012797,-0.194043487,0.084582201,-0.056799132,0.616768398,0.311829534,0.004866113,-0.016099844,0.887282082,0.444540543,3.61139E-05,0.005854172,0.958897103,0.040082068,0.724085076,-0.278300178,0.012433039,0.533128474,3.55775E-07
VGLL3,VGLL3,VGLL3,389136,grey,0.118328049,0.295847738,0.087409481,0.440714688,0.076243699,0.501462112,0.111161923,0.326266957,-0.10145309,0.370543432,-0.000747748,0.994747725,-0.043980161,0.698484549,0.05438403,0.63184987,-0.155990757,0.167051646,0.151171525,0.180718585,0.100602812,0.374587784,-0.010895824,0.923580746
TIMM9,TIMM9,TIMM9,26520,grey,0.118323649,0.295865825,0.127441985,0.259938515,0.160592035,0.154728387,0.229091543,0.040945748,-0.105007576,0.353926207,-0.048690629,0.667994097,-0.003119932,0.978087748,0.24217829,0.030437748,-0.175250352,0.119975422,-0.068784435,0.544340362,0.114497318,0.311869062,0.081048138,0.474804041
LAMB4,LAMB4,LAMB4,22798,grey,0.118231413,0.296245135,0.02406125,0.832221005,0.021928051,0.84690663,0.073612354,0.516385044,0.003399456,0.976125117,-0.142515421,0.207278896,-0.102906592,0.363691716,-0.139648939,0.216657857,0.093627015,0.408768723,-0.27838928,0.012403822,0.085120012,0.45282227,-0.205997895,0.066770133
EZR,EZR,EZR,7430,grey,-0.118203311,0.296360766,0.002146927,0.984920488,0.106332478,0.347852339,-0.026180237,0.817689846,-0.044605556,0.694407548,-0.298542093,0.007148345,0.113526145,0.316018275,-0.144972718,0.199471777,0.304669119,0.005999518,-0.064606316,0.569113766,0.002737338,0.980774279,-0.389897341,0.000350157
SIL1,SIL1,SIL1,64374,grey,0.118190011,0.2964155,-0.006122259,0.957016581,0.0526048,0.64305792,0.127213029,0.260802688,0.155801121,0.167574614,0.022330461,0.844132158,0.148127103,0.189761751,0.285526585,0.010248863,-0.157323755,0.163409465,-0.439485081,4.53109E-05,-0.063756065,0.574219059,0.031944194,0.778486008
IL17RB,IL17RB,IL17RB,55540,grey,0.118117447,0.296714246,0.086670483,0.444602763,0.028078309,0.804725441,0.301703471,0.006533446,-0.11216491,0.321893516,-0.098751509,0.383485603,-0.060337363,0.594958102,-0.021963584,0.846661565,-0.365860599,0.00084578,0.032377614,0.775558991,0.172181263,0.126704158,-0.064172099,0.571718347
PTTG2,PTTG2,PTTG2,NA,grey,0.118109715,0.296746092,0.235772674,0.035256077,0.324269338,0.003341514,0.107763875,0.341363785,-0.184761672,0.100857885,-0.182095353,0.105959417,0.113115487,0.317783402,0.346247011,0.001654567,-0.00333265,0.976594168,0.049426008,0.663280645,0.12236547,0.279557318,-0.003383043,0.976240354
DCAF13,DCAF13,DCAF13,25879,grey,0.118068566,0.296915601,0.124136752,0.272602867,0.065831309,0.561795946,0.142306194,0.207953538,-0.173683249,0.123376045,-0.120902065,0.285391439,0.145891919,0.196606206,-0.036111345,0.750477313,-0.05476471,0.629462449,-0.113002468,0.318270299,0.013078358,0.908333952,-0.064630717,0.56896756
NHLH1,NHLH1,NHLH1,NA,grey,-0.118045386,0.297011118,-0.153494193,0.174033398,-0.097706989,0.388561346,0.048488649,0.669290963,0.290965603,0.008833528,-4.06741E-05,0.999714298,-0.068873198,0.543819817,-0.009394067,0.934088101,0.067220937,0.55354903,0.01029511,0.927782296,-0.242526906,0.030192278,-0.137297763,0.224571278
ANKRD27,ANKRD27,ANKRD27,84079,grey,0.117997666,0.297207819,0.169430624,0.132976127,0.11197284,0.322728099,-0.055045931,0.627701214,-0.250182825,0.025207516,-0.179623362,0.110866328,0.260345567,0.019683463,-0.192847541,0.086554127,0.09218927,0.416033189,-0.004552397,0.968031553,0.120108046,0.288590471,-0.106598483,0.346640752
LYRM2,LYRM2,LYRM2,57226,grey,0.117989177,0.29724282,0.141208681,0.211518,0.185765445,0.098987841,0.048522311,0.669074758,-0.12437776,0.271665668,-0.1195521,0.290844381,-0.026334357,0.816635287,0.156650695,0.165241076,0.052626396,0.642921393,-0.088523348,0.434890594,-0.064604171,0.569126618,0.016143766,0.886976597
IBSP,IBSP,IBSP,NA,grey,-0.117898514,0.297616795,-0.207748579,0.064436808,-0.204044417,0.069453781,0.052745973,0.64216566,0.349780295,0.001470744,0.13681172,0.226232112,-0.298600768,0.007136484,-0.047150527,0.677907008,-0.03317852,0.770158466,-0.119980265,0.289107495,-0.202349628,0.0718518,-0.007490965,0.947419517
CD70,CD70,CD70,970,grey,0.117814116,0.297965202,0.073278748,0.51829299,0.068886862,0.543739702,0.24671622,0.027370609,-0.011730109,0.917749026,-0.123309409,0.275836622,0.107852313,0.340965403,-0.052057015,0.64652488,-0.30662911,0.005668161,0.009588992,0.932723593,0.478044532,7.30816E-06,-0.247219243,0.027047314
COL6A1,COL6A1,COL6A1,1291,grey,-0.117773923,0.29813122,-0.251761723,0.024271472,-0.242312625,0.030342961,0.11147551,0.324895534,0.428187023,7.42756E-05,0.034413831,0.761850221,-0.189597562,0.092097027,-0.304485835,0.006031362,-0.043752759,0.699969131,-0.191836956,0.088248645,0.057583826,0.61190178,-0.237435838,0.033947491
USP53,USP53,USP53,54532,grey,-0.117717163,0.298365769,-0.072417451,0.523235352,-0.111428723,0.325099916,0.067937394,0.549319976,-0.010850211,0.923899704,-0.014097968,0.901222137,0.071732519,0.527182543,-0.140497927,0.213849344,-0.161107329,0.153391642,0.039177903,0.730067854,0.201995777,0.072360773,-0.132393284,0.241724918
STARD13,STARD13,STARD13,90627,grey,-0.117662636,0.298591207,-0.195945115,0.081520288,-0.162693064,0.149332043,0.011093154,0.922201015,0.175735824,0.118936682,0.105878332,0.349926961,-0.066181664,0.55971124,-0.161515088,0.152339973,0.012426743,0.912882809,0.066636886,0.557008056,-0.163501848,0.147292717,-0.068782806,0.544349915
MRPL28,MRPL28,MRPL28,10573,grey,0.117661939,0.298594089,0.025227168,0.824218318,0.075086233,0.507998643,0.261784627,0.018992033,0.125763214,0.266320095,0.038109742,0.737156567,0.103669996,0.360124414,0.312940035,0.004708504,-0.267974402,0.01625032,-0.198832516,0.077040455,0.088515226,0.434932905,0.135295094,0.231469679
ZNF468,ZNF468,ZNF468,90333,grey,0.117644788,0.298665023,0.207985833,0.064125736,0.253979894,0.023006457,-0.148046688,0.190004966,-0.259378394,0.020160181,-0.169233763,0.133433884,-0.008848081,0.937911095,0.040428223,0.721798948,0.237917327,0.033576343,0.088968278,0.43257642,0.048746619,0.667634773,-0.068566185,0.545621309
MBTPS2,MBTPS2,MBTPS2,51360,grey,-0.11763075,0.298723088,-0.113739188,0.315105047,-0.066322649,0.558873379,-0.041381161,0.71551803,0.089687162,0.428852163,-0.15696278,0.164389919,0.080243466,0.479214978,-0.313228299,0.00466834,0.190217806,0.091018143,0.148176261,0.189613181,-0.06499239,0.566802638,-0.288224594,0.009523808
SYNDIG1,SYNDIG1,SYNDIG1,79953,grey,0.117524303,0.299163634,-0.073926071,0.514594114,-0.130431049,0.248834802,0.245570985,0.02811887,0.162723579,0.149254719,0.038399751,0.735229761,-0.096522714,0.394364477,-0.067718423,0.550610842,-0.297391641,0.007384438,-0.285910241,0.010142908,0.270011907,0.01542582,-0.04799916,0.672437862
